runId,factor,factorLabel,x,runIndex,seed,ok,failureReason,phase,productionTurns,settlementTurns,successTurns,completionTurns,mutationTurns,preparedDishes,totalDishesRequired,redemptions,commonBasketSwaps,directExchanges,settlementSwaps,foodPieceSettlementSwaps,interactions,basketVelocity,directExchangeShare,settlementBurden,liquidityDepth,finalHoardingIndex,maxObservedHoardingIndex,scarcityPressureTotal,localScarcityEvents,localHoardingSkips,localDelayPasses,localBasketSkips
hoarding-x70-r008,hoarding,Hoarding surplus,0.7,8,economic-time:hoarding-x70-r008,true,,complete,141,63,204,204,367,24,24,144,38,50,16,16,528,2.118,0.481,0.03,6.286,0,3,0,0,27,0,0
hoarding-x70-r009,hoarding,Hoarding surplus,0.7,9,economic-time:hoarding-x70-r009,true,,complete,134,123,257,257,423,24,24,144,45,48,16,16,533,1.899,0.44,0.03,5.987,0,3,0,0,35,0,0
hoarding-x70-r010,hoarding,Hoarding surplus,0.7,10,economic-time:hoarding-x70-r010,true,,complete,136,95,231,231,395,24,24,144,56,41,17,17,538,2.528,0.36,0.032,6.213,0,2,0,0,24,0,0
hoarding-x70-r011,hoarding,Hoarding surplus,0.7,11,economic-time:hoarding-x70-r011,true,,complete,155,72,227,227,397,24,24,144,44,48,21,21,537,2.291,0.425,0.039,6.457,0,3,0,0,34,0,0
hoarding-x70-r012,hoarding,Hoarding surplus,0.7,12,economic-time:hoarding-x70-r012,true,,complete,141,43,184,184,342,24,24,144,40,43,23,23,530,2.739,0.406,0.043,5.975,0,3,0,0,15,0,0
hoarding-x75-r001,hoarding,Hoarding surplus,0.75,1,economic-time:hoarding-x75-r001,true,,complete,163,67,230,230,412,24,24,144,33,59,22,22,538,1.913,0.518,0.041,6.972,0,3,0,0,34,0,0
hoarding-x75-r002,hoarding,Hoarding surplus,0.75,2,economic-time:hoarding-x75-r002,true,,complete,154,114,268,268,443,24,24,144,36,54,22,22,536,1.731,0.482,0.041,6.378,0,2,0,0,37,0,0
hoarding-x75-r003,hoarding,Hoarding surplus,0.75,3,economic-time:hoarding-x75-r003,true,,complete,148,130,278,278,471,24,24,144,54,49,32,32,559,2.475,0.363,0.057,6.863,0,3,0,0,67,0,0
hoarding-x75-r004,hoarding,Hoarding surplus,0.75,4,economic-time:hoarding-x75-r004,true,,complete,150,85,235,235,401,24,24,144,40,48,21,21,533,2.077,0.44,0.039,5.87,0,2,0,0,29,0,0
hoarding-x75-r005,hoarding,Hoarding surplus,0.75,5,economic-time:hoarding-x75-r005,true,,complete,175,81,256,256,420,24,24,144,38,48,21,21,531,1.844,0.449,0.04,6.16,0,3,0,0,31,0,0
hoarding-x75-r006,hoarding,Hoarding surplus,0.75,6,economic-time:hoarding-x75-r006,true,,complete,125,93,218,218,395,24,24,144,38,50,30,30,542,2.495,0.424,0.055,6.262,0,2,0,0,51,0,0
hoarding-x75-r007,hoarding,Hoarding surplus,0.75,7,economic-time:hoarding-x75-r007,true,,complete,167,127,294,294,482,24,24,144,37,51,40,40,552,2.095,0.398,0.072,6.785,0,2,0,0,66,0,0
hoarding-x75-r008,hoarding,Hoarding surplus,0.75,8,economic-time:hoarding-x75-r008,true,,complete,147,143,290,290,468,24,24,144,38,48,35,35,545,2.014,0.397,0.064,6.831,0,3,0,0,55,0,0
hoarding-x75-r009,hoarding,Hoarding surplus,0.75,9,economic-time:hoarding-x75-r009,true,,complete,150,118,268,268,439,24,24,144,39,50,23,23,536,1.851,0.446,0.043,6.513,0,2,0,0,74,0,0
hoarding-x75-r010,hoarding,Hoarding surplus,0.75,10,economic-time:hoarding-x75-r010,true,,complete,163,69,232,232,402,24,24,144,39,47,28,28,538,2.31,0.412,0.052,6.096,0,2,0,0,36,0,0
hoarding-x75-r011,hoarding,Hoarding surplus,0.75,11,economic-time:hoarding-x75-r011,true,,complete,157,132,289,289,472,24,24,144,45,50,29,29,548,2.048,0.403,0.053,6.289,0,2,0,0,56,0,0
hoarding-x75-r012,hoarding,Hoarding surplus,0.75,12,economic-time:hoarding-x75-r012,true,,complete,147,99,246,246,411,24,24,144,37,49,21,21,531,1.886,0.458,0.04,6.203,0,3,0,0,39,0,0
last_ingredient-x00-r001,last_ingredient,Last-ingredient reluctance,0,1,economic-time:last_ingredient-x00-r001,true,,complete,166,55,221,221,393,24,24,144,40,55,13,13,532,1.919,0.509,0.024,6.203,0,2,0,0,0,0,0
last_ingredient-x00-r002,last_ingredient,Last-ingredient reluctance,0,2,economic-time:last_ingredient-x00-r002,true,,complete,152,60,212,212,388,24,24,144,41,54,18,18,537,2.226,0.478,0.034,5.867,0,3,0,0,0,0,0
last_ingredient-x00-r003,last_ingredient,Last-ingredient reluctance,0,3,economic-time:last_ingredient-x00-r003,true,,complete,142,64,206,206,376,24,24,144,45,48,20,20,537,2.524,0.425,0.037,5.963,0,3,0,0,0,0,0
last_ingredient-x00-r004,last_ingredient,Last-ingredient reluctance,0,4,economic-time:last_ingredient-x00-r004,true,,complete,166,63,229,229,406,24,24,144,41,52,23,23,540,2.236,0.448,0.043,5.738,0,2,0,0,0,0,0
last_ingredient-x00-r005,last_ingredient,Last-ingredient reluctance,0,5,economic-time:last_ingredient-x00-r005,true,,complete,158,56,214,214,380,24,24,144,56,42,17,17,539,2.729,0.365,0.032,6.27,0,2,0,0,0,0,0
last_ingredient-x00-r006,last_ingredient,Last-ingredient reluctance,0,6,economic-time:last_ingredient-x00-r006,true,,complete,150,48,198,198,363,24,24,144,45,48,15,15,532,2.424,0.444,0.028,5.921,0,3,0,0,0,0,0
last_ingredient-x00-r007,last_ingredient,Last-ingredient reluctance,0,7,economic-time:last_ingredient-x00-r007,true,,complete,149,44,193,193,358,24,24,144,48,45,18,18,535,2.736,0.405,0.034,6.073,0,3,0,0,0,0,0
last_ingredient-x00-r008,last_ingredient,Last-ingredient reluctance,0,8,economic-time:last_ingredient-x00-r008,true,,complete,166,65,231,231,397,24,24,144,35,51,20,20,530,1.905,0.481,0.038,6.535,0,3,0,0,0,0,0
last_ingredient-x00-r009,last_ingredient,Last-ingredient reluctance,0,9,economic-time:last_ingredient-x00-r009,true,,complete,144,80,224,224,407,24,24,144,53,49,23,23,549,2.714,0.392,0.042,6.054,0,3,0,0,0,0,0
last_ingredient-x00-r010,last_ingredient,Last-ingredient reluctance,0,10,economic-time:last_ingredient-x00-r010,true,,complete,132,41,173,173,334,24,24,144,44,47,14,14,529,2.682,0.448,0.026,6.108,0,3,0,0,0,0,0
last_ingredient-x00-r011,last_ingredient,Last-ingredient reluctance,0,11,economic-time:last_ingredient-x00-r011,true,,complete,149,46,195,195,360,24,24,144,36,51,18,18,529,2.215,0.486,0.034,6.171,0,3,0,0,0,0,0
last_ingredient-x00-r012,last_ingredient,Last-ingredient reluctance,0,12,economic-time:last_ingredient-x00-r012,true,,complete,158,77,235,235,415,24,24,144,38,57,19,19,538,1.94,0.5,0.035,6.137,0,3,0,0,0,0,0
last_ingredient-x05-r001,last_ingredient,Last-ingredient reluctance,0.05,1,economic-time:last_ingredient-x05-r001,true,,complete,158,45,203,203,362,24,24,144,34,49,18,18,525,2.049,0.485,0.034,5.912,0,3,0,0,0,0,0
last_ingredient-x05-r002,last_ingredient,Last-ingredient reluctance,0.05,2,economic-time:last_ingredient-x05-r002,true,,complete,143,37,180,180,337,24,24,144,34,49,12,12,519,2.044,0.516,0.023,5.774,0,2,0,2,0,0,1
last_ingredient-x05-r003,last_ingredient,Last-ingredient reluctance,0.05,3,economic-time:last_ingredient-x05-r003,true,,complete,142,51,193,193,360,24,24,144,46,46,18,18,534,2.653,0.418,0.034,5.975,0,2,0,1,0,0,0
last_ingredient-x05-r004,last_ingredient,Last-ingredient reluctance,0.05,4,economic-time:last_ingredient-x05-r004,true,,complete,147,55,202,202,377,24,24,144,39,52,15,15,530,2.139,0.491,0.028,5.957,0,2,0,4,0,0,0
last_ingredient-x05-r005,last_ingredient,Last-ingredient reluctance,0.05,5,economic-time:last_ingredient-x05-r005,true,,complete,149,64,213,213,394,24,24,144,36,56,22,22,538,2.178,0.491,0.041,6.014,0,2,0,1,0,0,1
last_ingredient-x05-r006,last_ingredient,Last-ingredient reluctance,0.05,6,economic-time:last_ingredient-x05-r006,true,,complete,163,43,206,206,371,24,24,144,36,49,12,12,521,1.864,0.505,0.023,6.234,0,3,0,5,0,0,0
last_ingredient-x05-r007,last_ingredient,Last-ingredient reluctance,0.05,7,economic-time:last_ingredient-x05-r007,true,,complete,134,48,182,182,358,24,24,144,51,48,20,20,543,3.121,0.403,0.037,6.598,0,2,0,0,0,0,1
last_ingredient-x05-r008,last_ingredient,Last-ingredient reluctance,0.05,8,economic-time:last_ingredient-x05-r008,true,,complete,158,55,213,213,385,24,24,144,51,47,16,16,538,2.516,0.412,0.03,6.289,0,3,0,2,0,0,0
last_ingredient-x05-r009,last_ingredient,Last-ingredient reluctance,0.05,9,economic-time:last_ingredient-x05-r009,true,,complete,167,56,223,223,388,24,24,144,52,44,16,16,536,2.439,0.393,0.03,6.31,0,2,0,0,0,0,0
last_ingredient-x05-r010,last_ingredient,Last-ingredient reluctance,0.05,10,economic-time:last_ingredient-x05-r010,true,,complete,180,72,252,252,424,24,24,144,39,53,18,18,534,1.81,0.482,0.034,6.438,0,3,0,0,0,0,0
last_ingredient-x05-r011,last_ingredient,Last-ingredient reluctance,0.05,11,economic-time:last_ingredient-x05-r011,true,,complete,198,68,266,266,474,24,24,144,34,62,23,23,543,1.714,0.521,0.042,6.548,0,3,0,9,0,0,0
last_ingredient-x05-r012,last_ingredient,Last-ingredient reluctance,0.05,12,economic-time:last_ingredient-x05-r012,true,,complete,166,43,209,209,375,24,24,144,40,46,21,21,531,2.335,0.43,0.04,6.039,0,2,0,2,0,0,0
last_ingredient-x10-r001,last_ingredient,Last-ingredient reluctance,0.1,1,economic-time:last_ingredient-x10-r001,true,,complete,144,45,189,189,359,24,24,144,54,46,13,13,537,2.836,0.407,0.024,6.325,0,3,0,1,0,0,1
last_ingredient-x10-r002,last_ingredient,Last-ingredient reluctance,0.1,2,economic-time:last_ingredient-x10-r002,true,,complete,178,59,237,237,411,24,24,144,44,49,13,13,530,1.924,0.462,0.025,6.219,0,3,0,5,0,0,0
last_ingredient-x10-r003,last_ingredient,Last-ingredient reluctance,0.1,3,economic-time:last_ingredient-x10-r003,true,,complete,166,57,223,223,411,24,24,144,56,47,19,19,546,2.691,0.385,0.035,6.462,0,3,0,5,0,0,2
last_ingredient-x10-r004,last_ingredient,Last-ingredient reluctance,0.1,4,economic-time:last_ingredient-x10-r004,true,,complete,189,70,259,259,444,24,24,144,42,55,16,16,537,1.792,0.487,0.03,6.73,0,3,0,4,0,0,0
last_ingredient-x10-r005,last_ingredient,Last-ingredient reluctance,0.1,5,economic-time:last_ingredient-x10-r005,true,,complete,140,48,188,188,361,24,24,144,54,43,18,18,539,3.064,0.374,0.033,6.034,0,2,0,3,0,0,2
last_ingredient-x10-r006,last_ingredient,Last-ingredient reluctance,0.1,6,economic-time:last_ingredient-x10-r006,true,,complete,150,52,202,202,358,24,24,144,54,38,15,15,531,2.733,0.355,0.028,6.341,0,2,0,1,0,0,3
last_ingredient-x10-r007,last_ingredient,Last-ingredient reluctance,0.1,7,economic-time:last_ingredient-x10-r007,true,,complete,221,96,317,317,519,24,24,144,47,50,32,32,553,1.994,0.388,0.058,6.642,0,3,0,8,0,0,4
last_ingredient-x10-r008,last_ingredient,Last-ingredient reluctance,0.1,8,economic-time:last_ingredient-x10-r008,true,,complete,156,64,220,220,395,24,24,144,44,51,18,18,537,2.255,0.451,0.034,6.103,0,3,0,1,0,0,0
last_ingredient-x10-r009,last_ingredient,Last-ingredient reluctance,0.1,9,economic-time:last_ingredient-x10-r009,true,,complete,157,58,215,215,388,24,24,144,47,48,19,19,538,2.456,0.421,0.035,6.39,0,2,0,1,0,0,0
last_ingredient-x10-r010,last_ingredient,Last-ingredient reluctance,0.1,10,economic-time:last_ingredient-x10-r010,true,,complete,162,64,226,226,401,24,24,144,45,47,19,19,535,2.265,0.423,0.036,6.25,0,3,0,4,0,0,3
last_ingredient-x10-r011,last_ingredient,Last-ingredient reluctance,0.1,11,economic-time:last_ingredient-x10-r011,true,,complete,180,64,244,244,424,24,24,144,40,51,21,21,536,2,0.455,0.039,6.649,0,3,0,4,0,0,2
last_ingredient-x10-r012,last_ingredient,Last-ingredient reluctance,0.1,12,economic-time:last_ingredient-x10-r012,true,,complete,157,48,205,205,373,24,24,144,40,49,17,17,530,2.224,0.462,0.032,6.699,0,3,0,2,0,0,1
last_ingredient-x15-r001,last_ingredient,Last-ingredient reluctance,0.15,1,economic-time:last_ingredient-x15-r001,true,,complete,175,54,229,229,406,24,24,144,46,42,18,18,530,2.236,0.396,0.034,6.338,0,3,0,10,0,0,2
last_ingredient-x15-r002,last_ingredient,Last-ingredient reluctance,0.15,2,economic-time:last_ingredient-x15-r002,true,,complete,239,59,298,298,505,24,24,144,44,55,16,16,539,1.611,0.478,0.03,6.211,0,3,0,14,0,0,4
last_ingredient-x15-r003,last_ingredient,Last-ingredient reluctance,0.15,3,economic-time:last_ingredient-x15-r003,true,,complete,220,72,292,292,490,24,24,144,45,54,18,18,541,1.726,0.462,0.033,6.519,0,3,0,9,0,0,0
last_ingredient-x15-r004,last_ingredient,Last-ingredient reluctance,0.15,4,economic-time:last_ingredient-x15-r004,true,,complete,190,48,238,238,418,24,24,144,41,49,18,18,532,1.983,0.454,0.034,6.267,0,2,0,7,0,0,0
last_ingredient-x15-r005,last_ingredient,Last-ingredient reluctance,0.15,5,economic-time:last_ingredient-x15-r005,true,,complete,207,56,263,263,455,24,24,144,48,48,21,21,541,2.099,0.41,0.039,6.388,0,3,0,9,0,0,3
last_ingredient-x15-r006,last_ingredient,Last-ingredient reluctance,0.15,6,economic-time:last_ingredient-x15-r006,true,,complete,174,55,229,229,404,24,24,144,45,48,19,19,536,2.236,0.429,0.035,5.888,0,2,0,3,0,0,3
last_ingredient-x15-r007,last_ingredient,Last-ingredient reluctance,0.15,7,economic-time:last_ingredient-x15-r007,true,,complete,182,68,250,250,442,24,24,144,41,53,16,16,534,1.824,0.482,0.03,6.342,0,3,0,10,0,0,1
last_ingredient-x15-r008,last_ingredient,Last-ingredient reluctance,0.15,8,economic-time:last_ingredient-x15-r008,true,,complete,164,58,222,222,394,24,24,144,49,46,18,18,537,2.414,0.407,0.034,5.663,0,2,0,2,0,0,3
last_ingredient-x15-r009,last_ingredient,Last-ingredient reluctance,0.15,9,economic-time:last_ingredient-x15-r009,true,,complete,167,56,223,223,403,24,24,144,61,38,22,22,545,2.978,0.314,0.04,6.394,0,3,0,6,0,0,1
last_ingredient-x15-r010,last_ingredient,Last-ingredient reluctance,0.15,10,economic-time:last_ingredient-x15-r010,true,,complete,213,48,261,261,445,24,24,144,48,45,17,17,534,1.992,0.409,0.032,6.16,0,2,0,10,0,0,4
last_ingredient-x15-r011,last_ingredient,Last-ingredient reluctance,0.15,11,economic-time:last_ingredient-x15-r011,true,,complete,170,80,250,250,435,24,24,144,52,45,24,24,545,2.432,0.372,0.044,6.728,0,3,0,5,0,0,1
last_ingredient-x15-r012,last_ingredient,Last-ingredient reluctance,0.15,12,economic-time:last_ingredient-x15-r012,true,,complete,239,72,311,311,507,24,24,144,51,51,16,16,542,1.723,0.432,0.03,5.928,0,3,0,9,0,0,5
last_ingredient-x20-r001,last_ingredient,Last-ingredient reluctance,0.2,1,economic-time:last_ingredient-x20-r001,true,,complete,220,63,283,283,492,24,24,144,36,60,20,20,540,1.583,0.517,0.037,6.528,0,2,0,12,0,0,3
last_ingredient-x20-r002,last_ingredient,Last-ingredient reluctance,0.2,2,economic-time:last_ingredient-x20-r002,true,,complete,187,64,251,251,441,24,24,144,41,47,26,26,538,2.135,0.412,0.048,6.096,0,3,0,10,0,0,3
last_ingredient-x20-r003,last_ingredient,Last-ingredient reluctance,0.2,3,economic-time:last_ingredient-x20-r003,true,,complete,226,72,298,298,516,24,24,144,41,60,16,16,541,1.53,0.513,0.03,6.301,0,3,0,16,0,0,4
last_ingredient-x20-r004,last_ingredient,Last-ingredient reluctance,0.2,4,economic-time:last_ingredient-x20-r004,true,,complete,166,46,212,212,394,24,24,144,47,46,18,18,535,2.453,0.414,0.034,6.481,0,3,0,8,0,0,3
last_ingredient-x20-r005,last_ingredient,Last-ingredient reluctance,0.2,5,economic-time:last_ingredient-x20-r005,true,,complete,215,56,271,271,464,24,24,144,35,56,17,17,532,1.535,0.519,0.032,6.147,0,3,0,10,0,0,1
last_ingredient-x20-r006,last_ingredient,Last-ingredient reluctance,0.2,6,economic-time:last_ingredient-x20-r006,true,,complete,188,63,251,251,449,24,24,144,37,57,18,18,536,1.753,0.509,0.034,6.014,0,3,0,11,0,0,2
last_ingredient-x20-r007,last_ingredient,Last-ingredient reluctance,0.2,7,economic-time:last_ingredient-x20-r007,true,,complete,220,64,284,284,479,24,24,144,60,45,18,18,547,2.197,0.366,0.033,6.213,0,3,0,9,0,0,6
last_ingredient-x20-r008,last_ingredient,Last-ingredient reluctance,0.2,8,economic-time:last_ingredient-x20-r008,true,,complete,219,52,271,271,467,24,24,144,44,49,21,21,538,1.919,0.43,0.039,6.457,0,2,0,12,0,0,3
last_ingredient-x20-r009,last_ingredient,Last-ingredient reluctance,0.2,9,economic-time:last_ingredient-x20-r009,true,,complete,223,69,292,292,491,24,24,144,40,56,20,20,540,1.644,0.483,0.037,6.395,0,3,0,9,0,0,2
last_ingredient-x20-r010,last_ingredient,Last-ingredient reluctance,0.2,10,economic-time:last_ingredient-x20-r010,true,,complete,190,41,231,231,414,24,24,144,39,51,17,17,531,1.939,0.477,0.032,6.181,0,3,0,8,0,0,1
last_ingredient-x20-r011,last_ingredient,Last-ingredient reluctance,0.2,11,economic-time:last_ingredient-x20-r011,true,,complete,189,45,234,234,423,24,24,144,48,49,16,16,537,2.188,0.434,0.03,6.2,0,2,0,9,0,0,5
last_ingredient-x20-r012,last_ingredient,Last-ingredient reluctance,0.2,12,economic-time:last_ingredient-x20-r012,true,,complete,164,69,233,233,434,24,24,144,41,53,25,25,543,2.266,0.445,0.046,6.244,0,3,0,10,0,0,1
last_ingredient-x25-r001,last_ingredient,Last-ingredient reluctance,0.25,1,economic-time:last_ingredient-x25-r001,true,,complete,210,64,274,274,486,24,24,144,50,50,21,21,545,2.073,0.413,0.039,6.655,0,2,0,16,0,0,6
last_ingredient-x25-r002,last_ingredient,Last-ingredient reluctance,0.25,2,economic-time:last_ingredient-x25-r002,true,,complete,262,69,331,331,543,24,24,144,34,58,21,21,537,1.329,0.513,0.039,6.338,0,3,0,16,0,0,4
last_ingredient-x25-r003,last_ingredient,Last-ingredient reluctance,0.25,3,economic-time:last_ingredient-x25-r003,true,,complete,218,57,275,275,475,24,24,144,47,51,16,16,538,1.833,0.447,0.03,6.582,0,2,0,13,0,0,9
last_ingredient-x25-r004,last_ingredient,Last-ingredient reluctance,0.25,4,economic-time:last_ingredient-x25-r004,true,,complete,197,64,261,261,443,24,24,144,48,47,19,19,538,2.054,0.412,0.035,6.434,0,2,0,6,0,0,2
last_ingredient-x25-r005,last_ingredient,Last-ingredient reluctance,0.25,5,economic-time:last_ingredient-x25-r005,true,,complete,271,75,346,346,565,24,24,144,51,51,29,29,555,1.85,0.389,0.052,6.365,0,3,0,15,0,0,3
last_ingredient-x25-r006,last_ingredient,Last-ingredient reluctance,0.25,6,economic-time:last_ingredient-x25-r006,true,,complete,207,56,263,263,451,24,24,144,46,50,15,15,535,1.856,0.45,0.028,6.429,0,3,0,9,0,0,5
last_ingredient-x25-r007,last_ingredient,Last-ingredient reluctance,0.25,7,economic-time:last_ingredient-x25-r007,true,,complete,191,46,237,237,429,24,24,144,57,41,14,14,536,2.397,0.366,0.026,6.333,0,3,0,15,0,0,6
last_ingredient-x25-r008,last_ingredient,Last-ingredient reluctance,0.25,8,economic-time:last_ingredient-x25-r008,true,,complete,203,52,255,255,429,24,24,144,46,46,17,17,533,1.976,0.422,0.032,6.076,0,2,0,5,0,0,14
last_ingredient-x25-r009,last_ingredient,Last-ingredient reluctance,0.25,9,economic-time:last_ingredient-x25-r009,true,,complete,222,56,278,278,479,24,24,144,43,50,19,19,536,1.784,0.446,0.035,5.795,0,2,0,15,0,0,2
last_ingredient-x25-r010,last_ingredient,Last-ingredient reluctance,0.25,10,economic-time:last_ingredient-x25-r010,true,,complete,195,52,247,247,443,24,24,144,39,51,16,16,530,1.781,0.481,0.03,6.042,0,3,0,15,0,0,1
last_ingredient-x25-r011,last_ingredient,Last-ingredient reluctance,0.25,11,economic-time:last_ingredient-x25-r011,true,,complete,170,59,229,229,411,24,24,144,44,47,21,21,536,2.271,0.42,0.039,6.593,0,3,0,7,0,0,2
last_ingredient-x25-r012,last_ingredient,Last-ingredient reluctance,0.25,12,economic-time:last_ingredient-x25-r012,true,,complete,294,67,361,361,570,24,24,144,41,52,19,19,536,1.33,0.464,0.035,6.289,0,3,0,18,0,0,8
last_ingredient-x30-r001,last_ingredient,Last-ingredient reluctance,0.3,1,economic-time:last_ingredient-x30-r001,true,,complete,285,56,341,341,563,24,24,144,35,55,16,16,530,1.196,0.519,0.03,6.313,0,2,0,26,0,0,3
last_ingredient-x30-r002,last_ingredient,Last-ingredient reluctance,0.3,2,economic-time:last_ingredient-x30-r002,true,,complete,263,54,317,317,518,24,24,144,53,46,15,15,538,1.716,0.404,0.028,6.202,0,3,0,16,0,0,5
last_ingredient-x30-r003,last_ingredient,Last-ingredient reluctance,0.3,3,economic-time:last_ingredient-x30-r003,true,,complete,246,45,291,291,479,24,24,144,64,35,19,19,542,2.282,0.297,0.035,5.909,0,2,0,13,0,0,6
last_ingredient-x30-r004,last_ingredient,Last-ingredient reluctance,0.3,4,economic-time:last_ingredient-x30-r004,true,,complete,263,47,310,310,513,24,24,144,36,50,20,20,530,1.445,0.472,0.038,5.806,0,3,0,19,0,0,2
last_ingredient-x30-r005,last_ingredient,Last-ingredient reluctance,0.3,5,economic-time:last_ingredient-x30-r005,true,,complete,253,47,300,300,523,24,24,144,45,46,23,23,538,1.813,0.404,0.043,6.393,0,2,0,28,0,0,4
last_ingredient-x30-r006,last_ingredient,Last-ingredient reluctance,0.3,6,economic-time:last_ingredient-x30-r006,true,,complete,243,60,303,303,505,24,24,144,27,59,16,16,526,1.135,0.578,0.03,5.78,0,3,0,18,0,0,7
last_ingredient-x30-r007,last_ingredient,Last-ingredient reluctance,0.3,7,economic-time:last_ingredient-x30-r007,true,,complete,245,66,311,311,529,24,24,144,43,52,16,16,535,1.518,0.468,0.03,6,0,3,0,23,0,0,5
last_ingredient-x30-r008,last_ingredient,Last-ingredient reluctance,0.3,8,economic-time:last_ingredient-x30-r008,true,,complete,247,48,295,295,495,24,24,144,32,51,15,15,522,1.275,0.52,0.029,6.413,0,3,0,22,0,0,4
last_ingredient-x30-r009,last_ingredient,Last-ingredient reluctance,0.3,9,economic-time:last_ingredient-x30-r009,true,,complete,198,56,254,254,464,24,24,144,45,52,22,22,543,2.11,0.437,0.041,6.651,0,3,0,15,0,0,3
last_ingredient-x30-r010,last_ingredient,Last-ingredient reluctance,0.3,10,economic-time:last_ingredient-x30-r010,true,,complete,221,56,277,277,502,24,24,144,39,50,25,25,538,1.848,0.439,0.046,6.613,0,3,0,26,0,0,2
last_ingredient-x30-r011,last_ingredient,Last-ingredient reluctance,0.3,11,economic-time:last_ingredient-x30-r011,true,,complete,211,41,252,252,446,24,24,144,50,41,17,17,532,2.127,0.38,0.032,6.253,0,3,0,18,0,0,10
last_ingredient-x30-r012,last_ingredient,Last-ingredient reluctance,0.3,12,economic-time:last_ingredient-x30-r012,true,,complete,212,64,276,276,470,24,24,144,45,46,22,22,537,1.942,0.407,0.041,5.759,0,2,0,14,0,0,5
last_ingredient-x35-r001,last_ingredient,Last-ingredient reluctance,0.35,1,economic-time:last_ingredient-x35-r001,true,,complete,255,64,319,319,535,24,24,144,45,50,18,18,537,1.58,0.442,0.034,5.886,0,3,0,22,0,0,4
last_ingredient-x35-r002,last_ingredient,Last-ingredient reluctance,0.35,2,economic-time:last_ingredient-x35-r002,true,,complete,207,45,252,252,439,24,24,144,48,46,16,16,534,2.032,0.418,0.03,6.125,0,2,0,11,0,0,7
last_ingredient-x35-r003,last_ingredient,Last-ingredient reluctance,0.35,3,economic-time:last_ingredient-x35-r003,true,,complete,201,71,272,272,477,24,24,144,55,44,23,23,546,2.294,0.361,0.042,5.947,0,3,0,15,0,0,4
last_ingredient-x35-r004,last_ingredient,Last-ingredient reluctance,0.35,4,economic-time:last_ingredient-x35-r004,true,,complete,237,54,291,291,482,24,24,144,55,44,17,17,540,1.979,0.379,0.031,5.795,0,3,0,11,0,0,3
last_ingredient-x35-r005,last_ingredient,Last-ingredient reluctance,0.35,5,economic-time:last_ingredient-x35-r005,true,,complete,282,48,330,330,527,24,24,144,56,40,16,16,536,1.745,0.357,0.03,6.318,0,3,0,18,0,0,8
last_ingredient-x35-r006,last_ingredient,Last-ingredient reluctance,0.35,6,economic-time:last_ingredient-x35-r006,true,,complete,243,49,292,292,509,24,24,144,37,50,19,19,530,1.534,0.472,0.036,6.306,0,3,0,26,0,0,3
last_ingredient-x35-r007,last_ingredient,Last-ingredient reluctance,0.35,7,economic-time:last_ingredient-x35-r007,true,,complete,216,42,258,258,454,24,24,144,44,48,15,15,531,1.829,0.449,0.028,6.44,0,2,0,16,0,0,4
last_ingredient-x35-r008,last_ingredient,Last-ingredient reluctance,0.35,8,economic-time:last_ingredient-x35-r008,true,,complete,225,48,273,273,463,24,24,144,50,43,19,19,536,2.022,0.384,0.035,6.353,0,3,0,13,0,0,4
last_ingredient-x35-r009,last_ingredient,Last-ingredient reluctance,0.35,9,economic-time:last_ingredient-x35-r009,true,,complete,295,43,338,338,554,24,24,144,41,47,16,16,528,1.349,0.452,0.03,6.151,0,3,0,28,0,0,4
last_ingredient-x35-r010,last_ingredient,Last-ingredient reluctance,0.35,10,economic-time:last_ingredient-x35-r010,true,,complete,247,70,317,317,528,24,24,144,43,53,21,21,541,1.615,0.453,0.039,5.738,0,3,0,16,0,0,3
last_ingredient-x35-r011,last_ingredient,Last-ingredient reluctance,0.35,11,economic-time:last_ingredient-x35-r011,true,,complete,246,64,310,310,536,24,24,144,36,53,19,19,532,1.419,0.491,0.036,5.831,0,3,0,28,0,0,4
last_ingredient-x35-r012,last_ingredient,Last-ingredient reluctance,0.35,12,economic-time:last_ingredient-x35-r012,true,,complete,227,68,295,295,508,24,24,144,45,52,19,19,540,1.736,0.448,0.035,6.675,0,3,0,19,0,0,5
last_ingredient-x40-r001,last_ingredient,Last-ingredient reluctance,0.4,1,economic-time:last_ingredient-x40-r001,true,,complete,266,38,304,304,539,24,24,144,39,49,17,17,529,1.474,0.467,0.032,6.083,0,2,0,37,0,0,9
last_ingredient-x40-r002,last_ingredient,Last-ingredient reluctance,0.4,2,economic-time:last_ingredient-x40-r002,true,,complete,239,48,287,287,493,24,24,144,46,44,19,19,533,1.812,0.404,0.036,6.296,0,3,0,22,0,0,4
last_ingredient-x40-r003,last_ingredient,Last-ingredient reluctance,0.4,3,economic-time:last_ingredient-x40-r003,true,,complete,289,63,352,352,603,24,24,144,36,60,22,22,542,1.318,0.508,0.041,6.23,0,2,0,32,0,0,4
last_ingredient-x40-r004,last_ingredient,Last-ingredient reluctance,0.4,4,economic-time:last_ingredient-x40-r004,true,,complete,235,53,288,288,481,24,24,144,54,41,16,16,535,1.944,0.369,0.03,6.128,0,2,0,16,0,0,6
last_ingredient-x40-r005,last_ingredient,Last-ingredient reluctance,0.4,5,economic-time:last_ingredient-x40-r005,true,,complete,295,72,367,367,599,24,24,144,55,51,18,18,548,1.591,0.411,0.033,6.427,0,3,0,24,0,0,2
