runId,factor,factorLabel,x,runIndex,seed,ok,failureReason,phase,productionTurns,settlementTurns,successTurns,completionTurns,mutationTurns,preparedDishes,totalDishesRequired,redemptions,commonBasketSwaps,directExchanges,settlementSwaps,foodPieceSettlementSwaps,interactions,basketVelocity,directExchangeShare,settlementBurden,liquidityDepth,finalHoardingIndex,maxObservedHoardingIndex,scarcityPressureTotal,localScarcityEvents,localHoardingSkips,localDelayPasses,localBasketSkips
coordination_delay-x45-r011,coordination_delay,Coordination delay,0.45,11,economic-time:coordination_delay-x45-r011,true,,complete,170,48,218,218,382,24,24,144,54,43,15,15,536,2.532,0.384,0.028,6.035,0,2,0,0,0,41,0
coordination_delay-x45-r012,coordination_delay,Coordination delay,0.45,12,economic-time:coordination_delay-x45-r012,true,,complete,172,77,249,249,407,24,24,144,32,49,19,19,524,1.639,0.49,0.036,5.537,0,2,0,0,0,51,0
coordination_delay-x50-r001,coordination_delay,Coordination delay,0.5,1,economic-time:coordination_delay-x50-r001,true,,complete,148,99,247,247,410,24,24,144,42,47,18,18,531,1.943,0.439,0.034,6.263,0,2,0,0,0,57,0
coordination_delay-x50-r002,coordination_delay,Coordination delay,0.5,2,economic-time:coordination_delay-x50-r002,true,,complete,191,72,263,263,425,24,24,144,54,42,15,15,535,2.099,0.378,0.028,6.318,0,3,0,0,0,65,0
coordination_delay-x50-r003,coordination_delay,Coordination delay,0.5,3,economic-time:coordination_delay-x50-r003,true,,complete,145,77,222,222,386,24,24,144,63,38,16,16,541,2.847,0.325,0.03,6.558,0,4,0,0,0,56,0
coordination_delay-x50-r004,coordination_delay,Coordination delay,0.5,4,economic-time:coordination_delay-x50-r004,true,,complete,166,76,242,242,411,24,24,144,46,50,14,14,534,1.983,0.455,0.026,6.553,0,2,0,0,0,53,0
coordination_delay-x50-r005,coordination_delay,Coordination delay,0.5,5,economic-time:coordination_delay-x50-r005,true,,complete,181,72,253,253,421,24,24,144,45,47,20,20,536,2.055,0.42,0.037,6.494,0,2,0,0,0,53,0
coordination_delay-x50-r006,coordination_delay,Coordination delay,0.5,6,economic-time:coordination_delay-x50-r006,true,,complete,171,79,250,250,417,24,24,144,42,48,20,20,534,1.984,0.436,0.037,6.333,0,2,0,0,0,55,0
coordination_delay-x50-r007,coordination_delay,Coordination delay,0.5,7,economic-time:coordination_delay-x50-r007,true,,complete,211,93,304,304,489,24,24,144,51,52,21,21,548,1.895,0.419,0.038,6.511,0,2,0,0,0,69,0
coordination_delay-x50-r008,coordination_delay,Coordination delay,0.5,8,economic-time:coordination_delay-x50-r008,true,,complete,184,50,234,234,397,24,24,144,52,42,18,18,536,2.393,0.375,0.034,6.267,0,2,0,0,0,54,0
coordination_delay-x50-r009,coordination_delay,Coordination delay,0.5,9,economic-time:coordination_delay-x50-r009,true,,complete,175,91,266,266,433,24,24,144,40,51,16,16,531,1.684,0.477,0.03,6.111,0,3,0,0,0,54,0
coordination_delay-x50-r010,coordination_delay,Coordination delay,0.5,10,economic-time:coordination_delay-x50-r010,true,,complete,180,82,262,262,437,24,24,144,47,50,19,19,540,2.015,0.431,0.035,6.341,0,2,0,0,0,58,0
coordination_delay-x50-r011,coordination_delay,Coordination delay,0.5,11,economic-time:coordination_delay-x50-r011,true,,complete,190,82,272,272,449,24,24,144,37,56,19,19,536,1.647,0.5,0.035,5.917,0,3,0,0,0,62,0
coordination_delay-x50-r012,coordination_delay,Coordination delay,0.5,12,economic-time:coordination_delay-x50-r012,true,,complete,164,64,228,228,392,24,24,144,46,45,19,19,534,2.281,0.409,0.036,6.037,0,3,0,0,0,47,0
coordination_delay-x55-r001,coordination_delay,Coordination delay,0.55,1,economic-time:coordination_delay-x55-r001,true,,complete,182,106,288,288,453,24,24,144,46,44,22,22,536,1.889,0.393,0.041,6.333,0,2,0,0,0,74,0
coordination_delay-x55-r002,coordination_delay,Coordination delay,0.55,2,economic-time:coordination_delay-x55-r002,true,,complete,187,73,260,260,428,24,24,144,29,54,22,22,529,1.569,0.514,0.042,6.134,0,3,0,0,0,59,0
coordination_delay-x55-r003,coordination_delay,Coordination delay,0.55,3,economic-time:coordination_delay-x55-r003,true,,complete,193,62,255,255,418,24,24,144,47,46,15,15,532,1.945,0.426,0.028,5.808,0,2,0,0,0,57,0
coordination_delay-x55-r004,coordination_delay,Coordination delay,0.55,4,economic-time:coordination_delay-x55-r004,true,,complete,184,86,270,270,442,24,24,144,49,50,14,14,537,1.867,0.442,0.026,6.266,0,3,0,0,0,58,0
coordination_delay-x55-r005,coordination_delay,Coordination delay,0.55,5,economic-time:coordination_delay-x55-r005,true,,complete,168,55,223,223,385,24,24,144,48,46,13,13,531,2.188,0.43,0.024,5.818,0,2,0,0,0,54,0
coordination_delay-x55-r006,coordination_delay,Coordination delay,0.55,6,economic-time:coordination_delay-x55-r006,true,,complete,182,72,254,254,420,24,24,144,55,44,14,14,537,2.173,0.389,0.026,6.576,0,3,0,0,0,70,0
coordination_delay-x55-r007,coordination_delay,Coordination delay,0.55,7,economic-time:coordination_delay-x55-r007,true,,complete,198,78,276,276,447,24,24,144,53,46,17,17,540,2.029,0.397,0.031,6.151,0,3,0,0,0,78,0
coordination_delay-x55-r008,coordination_delay,Coordination delay,0.55,8,economic-time:coordination_delay-x55-r008,true,,complete,175,73,248,248,419,24,24,144,45,51,15,15,535,1.935,0.459,0.028,5.855,0,2,0,0,0,65,0
coordination_delay-x55-r009,coordination_delay,Coordination delay,0.55,9,economic-time:coordination_delay-x55-r009,true,,complete,144,54,198,198,352,24,24,144,59,37,12,12,532,2.869,0.343,0.023,5.897,0,2,0,0,0,53,0
coordination_delay-x55-r010,coordination_delay,Coordination delay,0.55,10,economic-time:coordination_delay-x55-r010,true,,complete,157,57,214,214,370,24,24,144,48,41,17,17,530,2.43,0.387,0.032,6.062,0,2,0,0,0,47,0
coordination_delay-x55-r011,coordination_delay,Coordination delay,0.55,11,economic-time:coordination_delay-x55-r011,true,,complete,174,97,271,271,445,24,24,144,38,55,17,17,534,1.624,0.5,0.032,6.099,0,3,0,0,0,71,0
coordination_delay-x55-r012,coordination_delay,Coordination delay,0.55,12,economic-time:coordination_delay-x55-r012,true,,complete,198,75,273,273,448,24,24,144,48,50,18,18,540,1.934,0.431,0.033,6.512,0,3,0,0,0,64,0
coordination_delay-x60-r001,coordination_delay,Coordination delay,0.6,1,economic-time:coordination_delay-x60-r001,true,,complete,190,98,288,288,467,24,24,144,43,50,27,27,544,1.944,0.417,0.05,5.93,0,3,0,0,0,73,0
coordination_delay-x60-r002,coordination_delay,Coordination delay,0.6,2,economic-time:coordination_delay-x60-r002,true,,complete,179,109,288,288,473,24,24,144,41,57,21,21,543,1.722,0.479,0.039,6.538,0,4,0,0,0,69,0
coordination_delay-x60-r003,coordination_delay,Coordination delay,0.6,3,economic-time:coordination_delay-x60-r003,true,,complete,213,104,317,317,494,24,24,144,39,54,21,21,538,1.514,0.474,0.039,6.382,0,3,0,0,0,83,0
coordination_delay-x60-r004,coordination_delay,Coordination delay,0.6,4,economic-time:coordination_delay-x60-r004,true,,complete,199,67,266,266,435,24,24,144,49,47,17,17,537,1.985,0.416,0.032,5.976,0,2,0,0,0,69,0
coordination_delay-x60-r005,coordination_delay,Coordination delay,0.6,5,economic-time:coordination_delay-x60-r005,true,,complete,161,110,271,271,437,24,24,144,43,45,24,24,536,1.978,0.402,0.045,6.217,0,3,0,0,0,84,0
coordination_delay-x60-r006,coordination_delay,Coordination delay,0.6,6,economic-time:coordination_delay-x60-r006,true,,complete,179,62,241,241,401,24,24,144,40,50,11,11,525,1.693,0.495,0.021,6.254,0,2,0,0,0,60,0
coordination_delay-x60-r007,coordination_delay,Coordination delay,0.6,7,economic-time:coordination_delay-x60-r007,true,,complete,215,77,292,292,467,24,24,144,45,52,17,17,538,1.699,0.456,0.032,6.385,0,3,0,0,0,83,0
coordination_delay-x60-r008,coordination_delay,Coordination delay,0.6,8,economic-time:coordination_delay-x60-r008,true,,complete,197,81,278,278,463,24,24,144,51,53,19,19,547,2.014,0.431,0.035,6.244,0,2,0,0,0,80,0
coordination_delay-x60-r009,coordination_delay,Coordination delay,0.6,9,economic-time:coordination_delay-x60-r009,true,,complete,196,71,267,267,431,24,24,144,45,44,22,22,535,2.007,0.396,0.041,6.024,0,4,0,0,0,69,0
coordination_delay-x60-r010,coordination_delay,Coordination delay,0.6,10,economic-time:coordination_delay-x60-r010,true,,complete,190,94,284,284,448,24,24,144,35,50,20,20,529,1.549,0.476,0.038,6.38,0,2,0,0,0,76,0
coordination_delay-x60-r011,coordination_delay,Coordination delay,0.6,11,economic-time:coordination_delay-x60-r011,true,,complete,183,117,300,300,469,24,24,144,44,48,20,20,536,1.707,0.429,0.037,5.713,0,3,0,0,0,83,0
coordination_delay-x60-r012,coordination_delay,Coordination delay,0.6,12,economic-time:coordination_delay-x60-r012,true,,complete,183,81,264,264,430,24,24,144,44,49,15,15,532,1.788,0.454,0.028,6.093,0,3,0,0,0,74,0
coordination_delay-x65-r001,coordination_delay,Coordination delay,0.65,1,economic-time:coordination_delay-x65-r001,true,,complete,195,86,281,281,452,24,24,144,48,48,18,18,538,1.879,0.421,0.033,6.037,0,2,0,0,0,83,0
coordination_delay-x65-r002,coordination_delay,Coordination delay,0.65,2,economic-time:coordination_delay-x65-r002,true,,complete,203,75,278,278,444,24,24,144,48,45,19,19,536,1.928,0.402,0.035,6.446,0,2,0,0,0,95,0
coordination_delay-x65-r003,coordination_delay,Coordination delay,0.65,3,economic-time:coordination_delay-x65-r003,true,,complete,146,88,234,234,401,24,24,144,58,39,22,22,543,2.735,0.328,0.041,6.417,0,3,0,0,0,70,0
coordination_delay-x65-r004,coordination_delay,Coordination delay,0.65,4,economic-time:coordination_delay-x65-r004,true,,complete,231,83,314,314,474,24,24,144,53,41,16,16,534,1.758,0.373,0.03,5.812,0,2,0,0,0,99,0
coordination_delay-x65-r005,coordination_delay,Coordination delay,0.65,5,economic-time:coordination_delay-x65-r005,true,,complete,191,94,285,285,458,24,24,144,55,44,21,21,544,2.133,0.367,0.039,5.967,0,3,0,0,0,95,0
coordination_delay-x65-r006,coordination_delay,Coordination delay,0.65,6,economic-time:coordination_delay-x65-r006,true,,complete,252,96,348,348,522,24,24,144,45,50,20,20,539,1.494,0.435,0.037,6.111,0,2,0,0,0,114,0
coordination_delay-x65-r007,coordination_delay,Coordination delay,0.65,7,economic-time:coordination_delay-x65-r007,true,,complete,183,90,273,273,442,24,24,144,50,45,20,20,539,2.051,0.391,0.037,5.733,0,4,0,0,0,88,0
coordination_delay-x65-r008,coordination_delay,Coordination delay,0.65,8,economic-time:coordination_delay-x65-r008,true,,complete,173,88,261,261,435,24,24,144,51,51,12,12,538,1.931,0.447,0.022,6.152,0,3,0,0,0,74,0
coordination_delay-x65-r009,coordination_delay,Coordination delay,0.65,9,economic-time:coordination_delay-x65-r009,true,,complete,206,88,294,294,460,24,24,144,38,50,19,19,531,1.551,0.467,0.036,6.123,0,3,0,0,0,92,0
coordination_delay-x65-r010,coordination_delay,Coordination delay,0.65,10,economic-time:coordination_delay-x65-r010,true,,complete,155,85,240,240,405,24,24,144,51,45,15,15,535,2.2,0.405,0.028,6.11,0,2,0,0,0,68,0
coordination_delay-x65-r011,coordination_delay,Coordination delay,0.65,11,economic-time:coordination_delay-x65-r011,true,,complete,219,80,299,299,468,24,24,144,36,52,20,20,532,1.498,0.481,0.038,6.125,0,3,0,0,0,84,0
coordination_delay-x65-r012,coordination_delay,Coordination delay,0.65,12,economic-time:coordination_delay-x65-r012,true,,complete,212,72,284,284,447,24,24,144,54,43,14,14,535,1.915,0.387,0.026,5.881,0,3,0,0,0,80,0
coordination_delay-x70-r001,coordination_delay,Coordination delay,0.7,1,economic-time:coordination_delay-x70-r001,true,,complete,171,98,269,269,433,24,24,144,53,40,22,22,539,2.23,0.348,0.041,6.187,0,2,0,0,0,82,0
coordination_delay-x70-r002,coordination_delay,Coordination delay,0.7,2,economic-time:coordination_delay-x70-r002,true,,complete,190,96,286,286,453,24,24,144,39,50,19,19,532,1.622,0.463,0.036,6.027,0,3,0,0,0,75,0
coordination_delay-x70-r003,coordination_delay,Coordination delay,0.7,3,economic-time:coordination_delay-x70-r003,true,,complete,160,80,240,240,402,24,24,144,53,44,12,12,533,2.167,0.404,0.023,5.753,0,2,0,0,0,73,0
coordination_delay-x70-r004,coordination_delay,Coordination delay,0.7,4,economic-time:coordination_delay-x70-r004,true,,complete,185,96,281,281,455,24,24,144,46,51,17,17,538,1.794,0.447,0.032,5.949,0,2,0,0,0,81,0
coordination_delay-x70-r005,coordination_delay,Coordination delay,0.7,5,economic-time:coordination_delay-x70-r005,true,,complete,203,90,293,293,460,24,24,144,48,49,12,12,533,1.638,0.45,0.023,6.289,0,3,0,0,0,87,0
coordination_delay-x70-r006,coordination_delay,Coordination delay,0.7,6,economic-time:coordination_delay-x70-r006,true,,complete,200,174,374,374,553,24,24,144,52,44,30,30,550,1.754,0.349,0.055,6.776,0,2,0,0,0,119,0
coordination_delay-x70-r007,coordination_delay,Coordination delay,0.7,7,economic-time:coordination_delay-x70-r007,true,,complete,202,97,299,299,463,24,24,144,34,52,17,17,527,1.365,0.505,0.032,6.254,0,2,0,0,0,86,0
coordination_delay-x70-r008,coordination_delay,Coordination delay,0.7,8,economic-time:coordination_delay-x70-r008,true,,complete,169,126,295,295,459,24,24,144,68,34,19,19,545,2.359,0.281,0.035,5.981,0,2,0,0,0,93,0
coordination_delay-x70-r009,coordination_delay,Coordination delay,0.7,9,economic-time:coordination_delay-x70-r009,true,,complete,184,132,316,316,486,24,24,144,38,52,19,19,533,1.443,0.477,0.036,6.301,0,3,0,0,0,110,0
coordination_delay-x70-r010,coordination_delay,Coordination delay,0.7,10,economic-time:coordination_delay-x70-r010,true,,complete,181,51,232,232,386,24,24,144,46,41,17,17,528,2.172,0.394,0.032,6.342,0,2,0,0,0,64,0
coordination_delay-x70-r011,coordination_delay,Coordination delay,0.7,11,economic-time:coordination_delay-x70-r011,true,,complete,183,101,284,284,458,24,24,144,48,49,19,19,540,1.887,0.422,0.035,6.012,0,2,0,0,0,89,0
coordination_delay-x70-r012,coordination_delay,Coordination delay,0.7,12,economic-time:coordination_delay-x70-r012,true,,complete,198,91,289,289,457,24,24,144,35,54,16,16,529,1.412,0.514,0.03,6.09,0,3,0,0,0,80,0
coordination_delay-x75-r001,coordination_delay,Coordination delay,0.75,1,economic-time:coordination_delay-x75-r001,true,,complete,175,68,243,243,404,24,24,144,57,40,15,15,536,2.37,0.357,0.028,6.182,0,2,0,0,0,84,0
coordination_delay-x75-r002,coordination_delay,Coordination delay,0.75,2,economic-time:coordination_delay-x75-r002,true,,complete,202,92,294,294,452,24,24,144,56,38,17,17,535,1.986,0.342,0.032,6.157,0,3,0,0,0,112,0
coordination_delay-x75-r003,coordination_delay,Coordination delay,0.75,3,economic-time:coordination_delay-x75-r003,true,,complete,147,55,202,202,359,24,24,144,57,38,15,15,534,2.851,0.345,0.028,6.045,0,2,0,0,0,59,0
coordination_delay-x75-r004,coordination_delay,Coordination delay,0.75,4,economic-time:coordination_delay-x75-r004,true,,complete,209,93,302,302,476,24,24,144,57,44,20,20,545,2.04,0.364,0.037,6.022,0,2,0,0,0,103,0
coordination_delay-x75-r005,coordination_delay,Coordination delay,0.75,5,economic-time:coordination_delay-x75-r005,true,,complete,198,133,331,331,500,24,24,144,46,50,14,14,534,1.45,0.455,0.026,6.289,0,3,0,0,0,130,0
coordination_delay-x75-r006,coordination_delay,Coordination delay,0.75,6,economic-time:coordination_delay-x75-r006,true,,complete,189,84,273,273,432,24,24,144,48,41,20,20,533,1.993,0.376,0.038,5.988,0,2,0,0,0,104,0
coordination_delay-x75-r007,coordination_delay,Coordination delay,0.75,7,economic-time:coordination_delay-x75-r007,true,,complete,247,120,367,367,555,24,24,144,45,58,18,18,545,1.373,0.479,0.033,6.139,0,3,0,0,0,127,0
coordination_delay-x75-r008,coordination_delay,Coordination delay,0.75,8,economic-time:coordination_delay-x75-r008,true,,complete,180,100,280,280,446,24,24,144,46,45,21,21,536,1.914,0.402,0.039,6.072,0,3,0,0,0,96,0
coordination_delay-x75-r009,coordination_delay,Coordination delay,0.75,9,economic-time:coordination_delay-x75-r009,true,,complete,163,106,269,269,427,24,24,144,49,39,22,22,534,2.112,0.355,0.041,5.575,0,2,0,0,0,99,0
coordination_delay-x75-r010,coordination_delay,Coordination delay,0.75,10,economic-time:coordination_delay-x75-r010,true,,complete,178,91,269,269,442,24,24,144,51,49,15,15,539,1.963,0.426,0.028,6.659,0,3,0,0,0,92,0
coordination_delay-x75-r011,coordination_delay,Coordination delay,0.75,11,economic-time:coordination_delay-x75-r011,true,,complete,257,78,335,335,501,24,24,144,47,47,16,16,534,1.504,0.427,0.03,6.127,0,2,0,0,0,132,0
coordination_delay-x75-r012,coordination_delay,Coordination delay,0.75,12,economic-time:coordination_delay-x75-r012,true,,complete,254,94,348,348,513,24,24,144,43,49,15,15,531,1.333,0.458,0.028,5.703,0,3,0,0,0,125,0
hoarding-x00-r001,hoarding,Hoarding surplus,0,1,economic-time:hoarding-x00-r001,true,,complete,138,45,183,183,350,24,24,144,44,48,18,18,534,2.71,0.436,0.034,6.705,0,2,0,0,0,0,0
hoarding-x00-r002,hoarding,Hoarding surplus,0,2,economic-time:hoarding-x00-r002,true,,complete,155,55,210,210,382,24,24,144,33,56,18,18,531,1.943,0.523,0.034,6.104,0,3,0,0,0,0,0
hoarding-x00-r003,hoarding,Hoarding surplus,0,3,economic-time:hoarding-x00-r003,true,,complete,150,63,213,213,382,24,24,144,27,58,17,17,526,1.653,0.569,0.032,5.85,0,3,0,0,0,0,0
hoarding-x00-r004,hoarding,Hoarding surplus,0,4,economic-time:hoarding-x00-r004,true,,complete,130,56,186,186,357,24,24,144,56,42,22,22,544,3.355,0.35,0.04,5.989,0,2,0,0,0,0,0
hoarding-x00-r005,hoarding,Hoarding surplus,0,5,economic-time:hoarding-x00-r005,true,,complete,146,50,196,196,364,24,24,144,46,49,15,15,534,2.49,0.445,0.028,6.286,0,3,0,0,0,0,0
hoarding-x00-r006,hoarding,Hoarding surplus,0,6,economic-time:hoarding-x00-r006,true,,complete,164,61,225,225,404,24,24,144,43,52,23,23,542,2.347,0.441,0.042,5.927,0,3,0,0,0,0,0
hoarding-x00-r007,hoarding,Hoarding surplus,0,7,economic-time:hoarding-x00-r007,true,,complete,151,72,223,223,397,24,24,144,49,47,22,22,542,2.547,0.398,0.041,6.23,0,3,0,0,0,0,0
hoarding-x00-r008,hoarding,Hoarding surplus,0,8,economic-time:hoarding-x00-r008,true,,complete,150,57,207,207,376,24,24,144,39,51,19,19,533,2.242,0.468,0.036,6.243,0,2,0,0,0,0,0
hoarding-x00-r009,hoarding,Hoarding surplus,0,9,economic-time:hoarding-x00-r009,true,,complete,164,57,221,221,387,24,24,144,41,51,14,14,530,1.991,0.481,0.026,5.972,0,4,0,0,0,0,0
hoarding-x00-r010,hoarding,Hoarding surplus,0,10,economic-time:hoarding-x00-r010,true,,complete,148,64,212,212,393,24,24,144,33,61,17,17,535,1.887,0.55,0.032,6.091,0,3,0,0,0,0,0
hoarding-x00-r011,hoarding,Hoarding surplus,0,11,economic-time:hoarding-x00-r011,true,,complete,174,80,254,254,431,24,24,144,50,47,24,24,545,2.331,0.388,0.044,6.589,0,3,0,0,0,0,0
hoarding-x00-r012,hoarding,Hoarding surplus,0,12,economic-time:hoarding-x00-r012,true,,complete,148,80,228,228,407,24,24,144,37,55,23,23,539,2.105,0.478,0.043,6.921,0,4,0,0,0,0,0
hoarding-x05-r001,hoarding,Hoarding surplus,0.05,1,economic-time:hoarding-x05-r001,true,,complete,165,50,215,215,387,24,24,144,39,53,18,18,534,2.121,0.482,0.034,6.274,0,3,0,0,0,0,0
hoarding-x05-r002,hoarding,Hoarding surplus,0.05,2,economic-time:hoarding-x05-r002,true,,complete,164,63,227,227,407,24,24,144,49,52,18,18,543,2.361,0.437,0.033,6.687,0,3,0,0,1,0,0
hoarding-x05-r003,hoarding,Hoarding surplus,0.05,3,economic-time:hoarding-x05-r003,true,,complete,165,48,213,213,389,24,24,144,36,57,17,17,534,1.991,0.518,0.032,6.188,0,2,0,0,2,0,0
hoarding-x05-r004,hoarding,Hoarding surplus,0.05,4,economic-time:hoarding-x05-r004,true,,complete,135,56,191,191,356,24,24,144,45,48,15,15,532,2.513,0.444,0.028,6.092,0,3,0,0,1,0,0
hoarding-x05-r005,hoarding,Hoarding surplus,0.05,5,economic-time:hoarding-x05-r005,true,,complete,163,64,227,227,406,24,24,144,53,51,15,15,543,2.396,0.429,0.028,6.107,0,3,0,0,5,0,0
hoarding-x05-r006,hoarding,Hoarding surplus,0.05,6,economic-time:hoarding-x05-r006,true,,complete,143,43,186,186,343,24,24,144,37,48,15,15,524,2.237,0.48,0.029,6.015,0,3,0,0,0,0,0
hoarding-x05-r007,hoarding,Hoarding surplus,0.05,7,economic-time:hoarding-x05-r007,true,,complete,149,38,187,187,348,24,24,144,38,50,14,14,526,2.225,0.49,0.027,6.176,0,3,0,0,2,0,0
hoarding-x05-r008,hoarding,Hoarding surplus,0.05,8,economic-time:hoarding-x05-r008,true,,complete,163,48,211,211,372,24,24,144,27,55,15,15,521,1.592,0.567,0.029,6.259,0,3,0,0,2,0,0
hoarding-x05-r009,hoarding,Hoarding surplus,0.05,9,economic-time:hoarding-x05-r009,true,,complete,147,68,215,215,386,24,24,144,48,48,18,18,538,2.456,0.421,0.033,6.232,0,3,0,0,1,0,0
hoarding-x05-r010,hoarding,Hoarding surplus,0.05,10,economic-time:hoarding-x05-r010,true,,complete,145,37,182,182,343,24,24,144,44,46,16,16,530,2.637,0.434,0.03,6.118,0,2,0,0,0,0,0
hoarding-x05-r011,hoarding,Hoarding surplus,0.05,11,economic-time:hoarding-x05-r011,true,,complete,147,55,202,202,370,24,24,144,51,46,16,16,537,2.653,0.407,0.03,6.096,0,2,0,0,1,0,0
hoarding-x05-r012,hoarding,Hoarding surplus,0.05,12,economic-time:hoarding-x05-r012,true,,complete,159,66,225,225,402,24,24,144,34,59,16,16,533,1.778,0.541,0.03,5.924,0,4,0,0,1,0,0
hoarding-x10-r001,hoarding,Hoarding surplus,0.1,1,economic-time:hoarding-x10-r001,true,,complete,177,112,289,289,498,24,24,144,42,65,28,28,559,1.938,0.481,0.05,6.919,0,3,0,0,10,0,0
hoarding-x10-r002,hoarding,Hoarding surplus,0.1,2,economic-time:hoarding-x10-r002,true,,complete,164,48,212,212,381,24,24,144,39,52,17,17,532,2.113,0.481,0.032,6.708,0,2,0,0,0,0,0
hoarding-x10-r003,hoarding,Hoarding surplus,0.1,3,economic-time:hoarding-x10-r003,true,,complete,127,57,184,184,352,24,24,144,52,44,19,19,539,3.087,0.383,0.035,6.08,0,2,0,0,5,0,0
hoarding-x10-r004,hoarding,Hoarding surplus,0.1,4,economic-time:hoarding-x10-r004,true,,complete,140,54,194,194,361,24,24,144,45,49,15,15,533,2.474,0.45,0.028,5.711,0,2,0,0,1,0,0
hoarding-x10-r005,hoarding,Hoarding surplus,0.1,5,economic-time:hoarding-x10-r005,true,,complete,175,80,255,255,429,24,24,144,37,54,20,20,535,1.788,0.486,0.037,6.534,0,3,0,0,1,0,0
hoarding-x10-r006,hoarding,Hoarding surplus,0.1,6,economic-time:hoarding-x10-r006,true,,complete,157,55,212,212,385,24,24,144,35,54,21,21,534,2.113,0.491,0.039,6.444,0,3,0,0,2,0,0
hoarding-x10-r007,hoarding,Hoarding surplus,0.1,7,economic-time:hoarding-x10-r007,true,,complete,133,56,189,189,356,24,24,144,50,44,20,20,538,2.963,0.386,0.037,6.244,0,3,0,0,2,0,0
hoarding-x10-r008,hoarding,Hoarding surplus,0.1,8,economic-time:hoarding-x10-r008,true,,complete,158,57,215,215,383,24,24,144,44,48,19,19,535,2.344,0.432,0.036,6.418,0,2,0,0,2,0,0
hoarding-x10-r009,hoarding,Hoarding surplus,0.1,9,economic-time:hoarding-x10-r009,true,,complete,139,52,191,191,364,24,24,144,46,50,18,18,538,2.681,0.439,0.033,5.863,0,3,0,0,2,0,0
hoarding-x10-r010,hoarding,Hoarding surplus,0.1,10,economic-time:hoarding-x10-r010,true,,complete,148,50,198,198,363,24,24,144,32,54,16,16,526,1.939,0.529,0.03,5.844,0,3,0,0,2,0,0
hoarding-x10-r011,hoarding,Hoarding surplus,0.1,11,economic-time:hoarding-x10-r011,true,,complete,122,44,166,166,325,24,24,144,54,39,18,18,535,3.47,0.351,0.034,5.898,0,2,0,0,1,0,0
hoarding-x10-r012,hoarding,Hoarding surplus,0.1,12,economic-time:hoarding-x10-r012,true,,complete,166,61,227,227,395,24,24,144,56,40,23,23,543,2.784,0.336,0.042,6.232,0,3,0,0,2,0,0
hoarding-x15-r001,hoarding,Hoarding surplus,0.15,1,economic-time:hoarding-x15-r001,true,,complete,159,42,201,201,366,24,24,144,39,51,15,15,529,2.149,0.486,0.028,6.257,0,2,0,0,1,0,0
hoarding-x15-r002,hoarding,Hoarding surplus,0.15,2,economic-time:hoarding-x15-r002,true,,complete,167,56,223,223,400,24,24,144,36,56,20,20,536,2.009,0.5,0.037,6.5,0,3,0,0,1,0,0
hoarding-x15-r003,hoarding,Hoarding surplus,0.15,3,economic-time:hoarding-x15-r003,true,,complete,151,64,215,215,390,24,24,144,37,53,23,23,537,2.233,0.469,0.043,6.487,0,4,0,0,2,0,0
hoarding-x15-r004,hoarding,Hoarding surplus,0.15,4,economic-time:hoarding-x15-r004,true,,complete,165,57,222,222,400,24,24,144,35,58,18,18,535,1.91,0.523,0.034,6.116,0,2,0,0,11,0,0
hoarding-x15-r005,hoarding,Hoarding surplus,0.15,5,economic-time:hoarding-x15-r005,true,,complete,139,63,202,202,369,24,24,144,54,43,18,18,539,2.851,0.374,0.033,5.75,0,2,0,0,3,0,0
hoarding-x15-r006,hoarding,Hoarding surplus,0.15,6,economic-time:hoarding-x15-r006,true,,complete,158,72,230,230,404,24,24,144,48,48,21,21,541,2.4,0.41,0.039,6.365,0,2,0,0,6,0,0
hoarding-x15-r007,hoarding,Hoarding surplus,0.15,7,economic-time:hoarding-x15-r007,true,,complete,148,48,196,196,360,24,24,144,48,47,13,13,532,2.49,0.435,0.024,6.143,0,2,0,0,5,0,0
hoarding-x15-r008,hoarding,Hoarding surplus,0.15,8,economic-time:hoarding-x15-r008,true,,complete,162,80,242,242,422,24,24,144,42,56,17,17,539,1.95,0.487,0.032,6.107,0,3,0,0,5,0,0
hoarding-x15-r009,hoarding,Hoarding surplus,0.15,9,economic-time:hoarding-x15-r009,true,,complete,156,49,205,205,369,24,24,144,50,43,19,19,536,2.693,0.384,0.035,6.282,0,3,0,0,3,0,0
hoarding-x15-r010,hoarding,Hoarding surplus,0.15,10,economic-time:hoarding-x15-r010,true,,complete,158,57,215,215,387,24,24,144,49,47,20,20,540,2.567,0.405,0.037,6.059,0,3,0,0,7,0,0
hoarding-x15-r011,hoarding,Hoarding surplus,0.15,11,economic-time:hoarding-x15-r011,true,,complete,173,88,261,261,448,24,24,144,40,54,30,30,548,2.146,0.435,0.055,6.558,0,3,0,0,3,0,0
hoarding-x15-r012,hoarding,Hoarding surplus,0.15,12,economic-time:hoarding-x15-r012,true,,complete,134,49,183,183,348,24,24,144,45,47,17,17,533,2.71,0.431,0.032,5.718,0,2,0,0,5,0,0
hoarding-x20-r001,hoarding,Hoarding surplus,0.2,1,economic-time:hoarding-x20-r001,true,,complete,148,74,222,222,397,24,24,144,40,54,18,18,536,2.09,0.482,0.034,5.905,0,3,0,0,9,0,0
